feature SRR28380565 SRR28380566 SRR28380568 SRR28380570 SRR28380572 SRR28380573 SRR28380580 SRR28380582 SRR28380584 SRR28380586 SRR28380588 SRR28380589
ENSG00000293114 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293116 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293117 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293132 0 0 1 2 0 0 0 1 3 0 0 0
ENSG00000293133 0 0 0 0 0 0 0 0 0 1 0 1
ENSG00000293134 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293135 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293136 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293137 2 6 8 4 0 2 1 3 2 3 1 11
ENSG00000293138 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293139 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293140 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293141 184 159 421 487 193 224 131 195 268 345 120 222
ENSG00000293142 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293143 1 6 22 13 6 10 4 7 13 3 8 6
ENSG00000293144 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293145 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293146 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293147 0 2 0 9 1 1 10 6 6 1 2 10
ENSG00000293148 0 3 0 0 0 0 0 0 1 0 0 0
ENSG00000293149 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293150 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293151 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293152 1 0 2 0 1 2 2 2 1 0 0 0
ENSG00000293153 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000293154 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000293155 3 6 20 20 10 6 13 8 17 3 11 1
ENSG00000293156 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293157 0 0 0 0 1 0 1 0 0 0 0 3
ENSG00000293158 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293159 0 0 0 0 0 0 0 0 1 47 1 0
ENSG00000293160 1 4 4 1 0 1 0 0 0 0 0 3
ENSG00000293161 0 1 3 0 5 0 0 1 0 1 0 1
ENSG00000293162 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293163 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293164 26 94 233 92 115 84 77 179 89 58 152 16
ENSG00000293165 1 0 1 1 0 2 0 3 0 0 1 0
ENSG00000293166 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000293167 0 4 0 1 2 2 0 0 1 2 1 0
ENSG00000293168 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293169 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293170 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293171 0 0 0 1 1 0 0 3 2 0 0 0
ENSG00000293172 1 1 8 6 3 0 2 6 3 6 1 4
ENSG00000293173 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293174 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293175 0 0 0 0 0 1 2 0 0 0 0 0
ENSG00000293176 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293177 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293178 3 1 4 3 0 2 6 7 0 0 1 2
ENSG00000293179 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293180 0 0 0 0 2 0 0 0 2 0 0 0
ENSG00000293182 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293183 4 1 5 3 9 2 5 3 3 7 1 1
ENSG00000293184 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293185 22 40 54 70 18 30 19 33 31 35 38 23
ENSG00000293186 0 2 0 0 0 0 0 0 0 0 0 1
ENSG00000293187 0 0 1 1 0 1 0 1 0 0 0 1
ENSG00000293188 0 0 2 3 1 7 3 8 0 0 1 6
ENSG00000293189 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293190 2 19 27 8 8 5 6 8 12 4 6 2
ENSG00000293191 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293192 14 15 36 34 23 29 9 21 17 43 18 12
ENSG00000293193 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293194 0 0 0 0 0 0 1 1 0 0 1 2
ENSG00000293195 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000293197 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293198 0 0 0 1 0 3 0 1 0 0 0 0
ENSG00000293199 6 3 7 7 0 2 5 5 10 3 4 12
ENSG00000293200 28 55 44 40 103 37 22 103 20 17 33 23
ENSG00000293201 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293202 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293203 0 0 3 8 4 3 1 1 3 1 3 0
ENSG00000293204 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293205 5 5 13 8 5 1 2 1 8 3 6 4
ENSG00000293206 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293207 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293208 4 5 6 9 11 12 5 8 17 17 5 7
ENSG00000293209 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000293210 1 17 6 8 1 3 4 8 1 3 1 4
ENSG00000293211 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293212 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293213 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293214 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293215 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293216 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000293217 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293218 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293219 36 16 39 37 59 26 36 85 47 73 132 29
ENSG00000293220 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293221 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293222 2 13 20 14 2 3 2 19 3 10 7 1
ENSG00000293223 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293224 0 0 0 0 0 0 1 0 0 1 0 0
ENSG00000293226 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293227 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293228 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293229 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293230 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293231 0 0 0 1 2 1 0 1 0 0 1 2
ENSG00000293232 6 7 5 7 4 5 1 3 3 4 1 7
ENSG00000293233 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293234 0 0 0 0 1 0 0 1 0 0 0 0
ENSG00000293235 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293236 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293237 30 27 38 40 19 31 42 45 25 41 22 16
ENSG00000293238 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293239 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293240 0 1 6 0 0 0 0 3 0 1 0 0
ENSG00000293241 341 409 501 626 266 375 136 694 242 271 357 252
ENSG00000293242 0 3 0 0 0 0 0 0 0 1 2 0
ENSG00000293243 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293244 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293245 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293246 21 20 20 25 16 15 13 31 28 25 24 8
ENSG00000293247 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293248 0 0 0 2 0 4 2 4 0 0 1 1
ENSG00000293249 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293250 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293251 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000293252 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000293253 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293254 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000293255 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293256 24 36 25 24 25 23 48 26 26 31 23 13
ENSG00000293258 71 96 113 102 73 95 89 178 84 73 83 71
ENSG00000293259 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293260 0 0 2 0 2 0 2 1 0 0 0 0
ENSG00000293261 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293262 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293263 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293264 1 0 3 0 0 1 0 4 0 0 0 0
ENSG00000293265 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293266 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293267 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293268 110 132 108 154 92 106 83 207 108 144 115 147
ENSG00000293269 0 0 0 0 0 0 0 0 0 2 0 0
ENSG00000293270 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000293271 2 5 3 4 1 2 0 5 2 3 7 24
ENSG00000293272 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293273 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293274 0 0 1 0 0 0 0 2 0 0 0 0
ENSG00000293275 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293276 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293277 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293278 5 3 14 6 2 0 3 6 0 0 3 2
ENSG00000293279 5 2 7 6 4 10 6 3 10 14 4 9
ENSG00000293280 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293281 1 0 0 1 0 0 0 9 0 2 0 2
ENSG00000293282 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293283 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293284 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293285 0 0 2 0 0 0 0 1 0 0 0 0
ENSG00000293286 0 0 2 0 0 0 1 0 0 0 0 0
ENSG00000293287 13 15 28 22 20 23 7 13 38 35 5 30
ENSG00000293289 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293291 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293292 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293293 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293294 0 1 0 0 0 1 1 2 0 0 0 1
ENSG00000293295 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000293296 0 1 2 0 1 0 1 0 0 0 0 0
ENSG00000293297 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293299 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293300 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293301 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293303 0 1 0 2 0 0 0 0 1 1 0 0
ENSG00000293304 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293305 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293306 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000293307 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293309 0 3 3 6 2 2 7 4 1 2 2 1
ENSG00000293310 1 11 2 4 1 4 2 4 6 8 3 2
ENSG00000293311 73 277 406 149 82 119 64 261 61 68 62 64
ENSG00000293312 0 1 0 1 0 0 0 0 0 2 0 0
ENSG00000293313 106 216 251 288 156 178 120 216 224 240 150 151
ENSG00000293314 1 11 7 12 7 8 8 2 16 14 4 3
ENSG00000293315 0 0 1 0 0 0 1 0 0 0 0 0
ENSG00000293316 4 4 2 3 2 0 2 2 4 3 2 1
ENSG00000293317 2 5 5 5 0 3 7 3 6 3 4 1
ENSG00000293318 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293320 1 3 0 0 0 0 1 1 0 0 0 0
ENSG00000293321 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000293322 1 0 0 0 1 4 2 5 2 3 2 0
ENSG00000293323 11 9 7 11 10 9 17 12 39 45 7 35
ENSG00000293324 112 177 246 247 212 151 145 258 271 144 218 101
ENSG00000293325 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293326 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293327 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293328 1 6 6 2 1 2 2 2 3 3 1 8
ENSG00000293329 0 0 0 0 0 1 0 2 1 0 0 0
ENSG00000293331 1 0 0 3 0 4 1 0 0 1 0 0
ENSG00000293332 0 2 11 4 2 2 4 4 7 5 4 1
ENSG00000293333 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293334 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293335 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293336 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293337 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293338 2 2 8 3 1 1 0 4 8 12 4 7
ENSG00000293339 5 5 6 2 3 10 10 9 4 2 5 2
ENSG00000293340 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293341 1 2 0 1 0 0 1 3 0 1 0 0
ENSG00000293342 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293343 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293344 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293345 0 2 0 0 4 1 1 2 2 9 0 8
ENSG00000293347 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293348 0 0 2 5 6 2 2 4 1 1 2 0
ENSG00000293349 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293350 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293351 0 3 0 0 0 0 0 0 4 0 0 3
ENSG00000293352 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293353 0 0 0 0 0 1 0 0 0 0 1 1
ENSG00000293354 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293358 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293359 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293360 0 0 0 0 0 0 0 0 3 2 0 1
ENSG00000293361 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293362 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293363 1 0 0 1 2 0 0 0 2 1 0 2
ENSG00000293367 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293370 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293371 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293372 6 23 21 12 7 11 10 39 11 18 25 17
ENSG00000293375 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293376 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293377 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293378 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293379 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293380 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293381 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293382 3 2 7 4 6 8 0 7 3 9 2 2
ENSG00000293384 0 0 0 0 1 0 0 0 0 2 0 0
ENSG00000293385 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293386 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293387 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293388 4 6 15 21 3 4 3 7 4 11 2 6
ENSG00000293389 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293390 0 0 1 1 0 0 0 0 0 0 0 1
ENSG00000293391 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293392 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293393 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293394 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293395 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293396 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293397 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293398 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293399 0 0 0 4 1 1 0 1 0 0 1 0
ENSG00000293400 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293401 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000293402 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293403 2 1 0 3 0 1 4 1 2 3 1 0
ENSG00000293404 0 2 4 7 3 3 0 2 0 3 0 2
ENSG00000293405 23 19 7 9 0 7 13 12 8 19 0 12
ENSG00000293406 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293407 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293408 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293410 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000293411 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000293412 0 0 0 0 0 3 0 0 1 0 0 0
ENSG00000293413 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293414 0 0 1 2 0 1 0 0 0 0 3 0
ENSG00000293415 2 3 1 2 1 1 1 3 1 3 1 3
ENSG00000293416 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293417 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293418 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293419 0 0 0 0 0 0 0 0 0 0 2 0
ENSG00000293420 15 26 82 61 40 37 12 89 36 23 44 31
ENSG00000293421 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293422 56 57 56 90 63 67 54 83 93 83 42 40
ENSG00000293423 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293426 0 1 2 1 0 0 0 2 0 0 0 2
ENSG00000293427 8 31 30 25 20 31 12 21 8 15 15 10
ENSG00000293428 6 9 7 8 7 0 2 3 7 5 0 4
ENSG00000293429 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293430 0 0 1 0 0 0 0 1 2 0 1 1
ENSG00000293431 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293432 0 2 0 0 0 0 0 0 0 0 0 0
ENSG00000293433 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293434 1172 1647 1801 3021 1186 1375 874 1621 1026 1715 909 1333
ENSG00000293435 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293436 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293437 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293438 0 0 4 1 0 0 0 1 4 1 0 0
ENSG00000293440 0 1 0 0 1 0 0 0 0 0 0 0
ENSG00000293441 359 261 557 227 246 387 190 380 398 359 132 1038
ENSG00000293442 0 818 813 0 0 0 576 1 0 0 0 0
ENSG00000293443 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293444 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293445 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293446 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293447 0 0 0 1 0 1 0 0 0 0 0 0
ENSG00000293448 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000293449 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293450 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293451 0 2 4 3 0 0 1 5 0 0 1 0
ENSG00000293453 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000293454 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293455 0 6 3 9 0 3 0 2 3 4 0 3
ENSG00000293456 29 36 43 68 58 24 14 45 42 61 34 73
ENSG00000293457 0 1 0 0 0 2 0 4 1 2 1 1
ENSG00000293458 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293459 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293460 5 72 42 32 8 23 11 30 25 22 20 12
ENSG00000293461 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293462 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293463 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293464 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293465 4 5 2 2 5 1 2 5 5 6 1 4
ENSG00000293467 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293468 1 0 4 1 1 3 0 6 0 1 0 10
ENSG00000293469 1 1 0 0 0 0 0 0 1 0 0 0
ENSG00000293470 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293471 0 0 0 2 0 0 0 1 0 0 0 0
ENSG00000293472 0 2 0 0 0 1 1 0 1 2 3 0
ENSG00000293473 4 6 4 9 3 7 2 4 2 3 2 8
ENSG00000293474 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293475 0 6 11 5 9 2 3 1 6 9 5 2
ENSG00000293476 168 382 510 319 263 374 261 211 178 187 186 261
ENSG00000293477 4 36 9 22 4 3 19 18 14 4 5 18
ENSG00000293478 70 133 147 92 42 63 47 130 50 43 45 82
ENSG00000293479 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293480 0 0 0 0 0 0 0 0 0 2 0 0
ENSG00000293481 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293482 0 2 1 4 1 0 1 1 0 2 1 2
ENSG00000293484 3 4 0 3 1 0 0 1 1 0 0 3
ENSG00000293485 6 5 3 0 0 1 0 4 0 0 2 0
ENSG00000293486 0 5 11 4 4 2 2 4 3 7 4 2
ENSG00000293487 0 0 2 1 0 1 1 0 0 0 0 0
ENSG00000293488 0 3 0 2 0 3 0 1 4 7 0 4
ENSG00000293489 76 108 54 67 80 29 87 94 69 156 88 216
ENSG00000293490 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293491 24 144 153 101 30 47 64 122 48 51 72 86
ENSG00000293492 66 84 63 145 88 83 46 148 154 73 33 75
ENSG00000293493 2069 1371 1611 3521 4025 3156 1576 2440 3021 1548 1073 1171
ENSG00000293494 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293495 9 46 46 24 5 12 15 37 16 18 13 4
ENSG00000293496 0 0 1 2 1 0 0 0 4 2 1 1
ENSG00000293497 47 80 85 85 36 39 94 80 67 103 70 163
ENSG00000293498 0 1 0 0 0 1 0 0 3 2 0 3
ENSG00000293499 2 3 3 4 0 1 6 2 5 4 4 6
ENSG00000293500 107 383 220 518 131 89 154 310 200 559 184 71
ENSG00000293501 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293502 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293503 0 1 2 0 0 0 0 0 0 1 0 0
ENSG00000293504 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293505 4 13 7 6 2 8 7 4 5 5 2 5
ENSG00000293506 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293507 17 22 28 16 32 27 14 42 17 35 11 22
ENSG00000293508 261 247 210 211 312 189 349 259 303 411 200 152
ENSG00000293509 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293510 99 239 442 197 97 129 111 259 103 88 110 83
ENSG00000293511 0 0 29 1 0 0 0 0 5 0 0 0
ENSG00000293512 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293513 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293514 639 1458 256 325 150 264 135 240 526 215 129 1115
ENSG00000293515 0 0 0 3 0 0 0 2 0 0 0 1
ENSG00000293516 90 125 140 130 67 75 94 105 203 200 77 152
ENSG00000293517 176 199 507 429 255 256 93 244 196 148 102 381
ENSG00000293518 2 0 0 0 0 0 0 0 1 0 0 0
ENSG00000293519 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293526 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293527 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293528 2 0 1 3 0 0 0 0 2 1 0 1
ENSG00000293529 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293534 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000293535 0 0 3 4 2 1 0 0 0 1 0 2
ENSG00000293537 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293538 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293539 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293540 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293541 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293542 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293543 1 2 4 3 2 0 0 0 1 0 0 7
ENSG00000293544 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293546 0 0 2 5 0 0 0 1 0 0 0 0
ENSG00000293548 1 0 0 0 0 0 0 0 0 0 1 0
ENSG00000293550 97 282 1282 119 202 389 203 274 245 173 198 526
ENSG00000293553 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293554 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293555 8 11 39 31 8 12 5 20 8 16 8 14
ENSG00000293556 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293557 0 2 1 1 0 1 1 2 1 1 1 1
ENSG00000293558 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293559 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293560 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293562 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293563 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293564 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293565 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293568 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293569 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000293570 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293571 1 0 1 5 0 0 0 1 0 2 1 2
ENSG00000293573 6 9 7 12 12 6 12 15 8 12 7 10
ENSG00000293574 9 15 14 18 8 12 5 28 16 5 16 7
ENSG00000293575 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293576 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293580 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293581 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293584 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293586 17 9 17 22 24 25 11 36 15 21 12 17
ENSG00000293587 1 0 3 0 0 3 1 3 3 2 1 2
ENSG00000293588 1 1 0 0 0 0 0 2 1 1 0 0
ENSG00000293591 0 0 0 0 1 0 0 2 0 0 0 0
ENSG00000293592 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293594 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293595 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293596 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000293597 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293599 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293600 1 0 4 3 5 0 2 1 2 5 1 1
ENSG00000293605 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293606 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293607 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000293608 0 0 0 1 1 0 0 0 0 2 0 0
ENSG00000293609 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293610 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000293611 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000293612 2 1 3 1 0 0 0 1 5 3 1 0
