feature SRR28380565 SRR28380566 SRR28380568 SRR28380570 SRR28380572 SRR28380573 SRR28380580 SRR28380582 SRR28380584 SRR28380586 SRR28380588 SRR28380589
ENSG00000204390 200 256 511 313 112 173 116 340 327 335 243 354
ENSG00000204392 51 231 165 119 31 41 51 120 87 109 76 119
ENSG00000204393 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000204394 27 248 231 194 38 68 78 119 107 94 66 155
ENSG00000204396 38 112 108 134 31 76 40 37 83 56 17 179
ENSG00000204397 2443 3200 2853 4582 2816 1587 2661 4193 4455 6598 5177 4777
ENSG00000204399 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204403 0 0 0 1 0 0 0 0 0 2 4 0
ENSG00000204406 370 624 583 780 537 472 506 630 538 552 392 528
ENSG00000204410 1 6 16 7 6 10 14 13 16 17 5 12
ENSG00000204414 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204420 14 86 80 54 12 13 37 45 55 28 24 24
ENSG00000204421 17 25 147 34 53 41 37 198 66 65 110 66
ENSG00000204422 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204424 0 1 0 2 1 1 1 1 2 0 0 0
ENSG00000204427 145 154 271 196 234 163 166 270 198 163 194 149
ENSG00000204428 5 166 305 172 63 42 82 34 166 86 124 208
ENSG00000204429 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204434 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204435 66 95 189 99 143 89 72 263 87 62 97 54
ENSG00000204437 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204438 552 630 870 879 377 416 311 718 639 738 380 576
ENSG00000204439 793 1170 1736 1153 627 613 521 1072 981 1503 702 1136
ENSG00000204442 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204444 54 106 169 91 68 57 96 110 43 39 59 17
ENSG00000204446 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204449 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204450 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000204455 0 4 0 2 1 3 0 16 0 1 0 1
ENSG00000204456 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204460 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204463 2710 7235 9215 5717 3781 3812 3042 6682 2906 2664 3082 2269
ENSG00000204464 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204469 5087 10235 16250 11952 9088 6736 5534 8255 6900 8403 6752 4877
ENSG00000204471 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204472 6318 17685 21051 12521 6784 7506 6695 13047 3139 5454 10672 2687
ENSG00000204475 13 209 329 75 19 46 15 97 25 59 29 53
ENSG00000204478 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204479 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204480 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204481 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204482 19200 45942 57053 29289 15688 21030 16409 29414 12773 15292 16430 7955
ENSG00000204498 98 246 255 156 89 80 68 133 155 139 86 243
ENSG00000204501 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204505 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204510 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204511 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204514 86 150 166 148 97 113 93 135 113 102 76 65
ENSG00000204516 785 535 798 487 725 588 597 791 1445 1308 611 1245
ENSG00000204518 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204519 19 101 96 90 23 61 96 42 52 44 18 29
ENSG00000204520 178 271 411 310 292 195 153 659 298 428 267 442
ENSG00000204524 184 244 307 291 166 312 444 216 228 181 245 80
ENSG00000204525 61634 366937 228583 96578 86926 92465 114030 96340 159068 115529 106829 68647
ENSG00000204528 13 5 87 27 27 28 5 45 23 18 13 5
ENSG00000204529 0 0 0 0 1 0 0 0 1 0 0 0
ENSG00000204531 33 56 184 66 85 47 57 162 92 140 106 47
ENSG00000204532 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204536 66 288 258 185 120 107 78 166 154 184 87 217
ENSG00000204538 0 0 0 0 0 0 0 2 0 0 0 0
ENSG00000204539 0 0 0 0 0 0 1 0 1 0 0 0
ENSG00000204540 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204542 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204544 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204547 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204548 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204555 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204556 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204560 906 1489 2240 1712 999 1070 598 1511 854 969 733 686
ENSG00000204564 134 436 611 249 166 165 198 358 184 160 170 116
ENSG00000204568 27 132 166 140 21 41 50 95 108 120 64 117
ENSG00000204569 1372 1668 2958 2009 1795 1397 1056 3539 1892 2332 1868 1676
ENSG00000204571 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204572 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000204574 412 1039 1684 862 613 557 805 870 483 442 538 313
ENSG00000204576 103 195 199 175 90 118 64 227 101 109 68 58
ENSG00000204577 11857 21836 33167 32234 15258 11682 9081 16824 9327 21281 14173 15647
ENSG00000204580 6 32 23 38 9 17 7 13 11 20 27 11
ENSG00000204581 6 0 6 1 0 2 4 3 2 13 4 0
ENSG00000204583 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204584 2 4 13 9 6 7 14 20 5 6 9 0
ENSG00000204588 1 0 0 3 1 0 1 0 0 1 0 0
ENSG00000204590 409 1252 1355 847 812 630 717 1477 521 441 467 221
ENSG00000204592 164147 297045 295622 254580 151598 149709 159124 238398 210719 217148 153437 139272
ENSG00000204595 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204599 746 1639 1799 1252 805 835 782 1643 777 838 805 495
ENSG00000204603 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204604 158 313 260 407 109 156 234 145 304 325 149 124
ENSG00000204610 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204611 93 62 86 135 23 60 24 101 121 151 52 67
ENSG00000204612 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204613 1 1 7 0 1 0 2 0 5 4 3 0
ENSG00000204614 0 0 1 2 1 1 0 1 0 0 0 0
ENSG00000204616 0 0 0 2 0 0 0 1 0 0 0 1
ENSG00000204618 3 1 6 5 2 2 3 4 2 1 1 0
ENSG00000204619 2437 3557 4474 3474 2196 2057 1848 3381 2604 2886 1940 1803
ENSG00000204620 5 1 4 4 0 2 6 4 6 9 7 1
ENSG00000204622 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204623 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204624 0 1 0 1 0 1 0 1 1 1 0 0
ENSG00000204625 12 29 43 21 25 66 39 17 130 29 31 34
ENSG00000204628 1797 11325 9871 6733 1848 2459 2699 5780 3402 3045 2945 2796
ENSG00000204632 18 3 124 1 2 1 1 3 1 12 115 165
ENSG00000204634 93 237 204 433 321 140 215 258 373 732 222 2619
ENSG00000204637 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204640 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204642 7471 17088 28213 13449 9757 6572 4382 10561 10574 14950 10256 9750
ENSG00000204644 0 40 2 7 0 6 9 0 7 1 11 15
ENSG00000204648 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204650 0 0 1 3 0 0 0 0 2 1 2 0
ENSG00000204652 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204653 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000204655 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204657 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204658 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204659 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000204661 0 1 0 0 0 1 0 1 1 0 0 0
ENSG00000204662 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204663 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204666 3 2 0 0 1 4 6 5 1 0 2 3
ENSG00000204669 0 0 3 0 0 0 0 0 0 0 0 0
ENSG00000204670 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204671 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204673 304 809 1038 524 417 370 227 619 216 196 254 186
ENSG00000204677 3 9 10 7 0 0 1 11 18 3 10 5
ENSG00000204681 130 781 532 671 261 273 284 698 600 344 421 563
ENSG00000204682 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204684 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204685 11 24 36 31 14 18 21 25 26 21 8 17
ENSG00000204687 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204688 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204694 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204695 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204697 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204699 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204700 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204701 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204702 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204703 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204704 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204705 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204706 0 1 0 2 0 0 0 1 0 1 0 4
ENSG00000204709 0 4 7 4 3 3 4 6 7 3 3 3
ENSG00000204710 0 0 3 0 1 0 0 0 1 0 0 0
ENSG00000204711 0 1 0 0 0 0 0 0 1 0 0 0
ENSG00000204713 2200 2000 8591 3645 1162 1556 798 3188 1083 1770 1997 2185
ENSG00000204718 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204740 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204745 65 126 159 136 32 80 41 35 18 51 45 14
ENSG00000204754 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204758 4 11 8 4 7 3 1 10 6 1 2 5
ENSG00000204764 0 1 0 0 0 1 0 0 0 0 0 0
ENSG00000204767 21 17 12 39 23 38 14 15 37 33 27 40
ENSG00000204776 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204778 3 4 4 7 4 3 2 2 9 11 6 3
ENSG00000204779 0 0 0 1 2 0 0 0 0 5 0 3
ENSG00000204780 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204787 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204789 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204790 0 0 0 4 1 0 4 0 1 1 2 1
ENSG00000204791 0 0 0 0 0 0 0 1 0 0 0 1
ENSG00000204792 1 4 2 5 4 1 0 1 3 1 0 7
ENSG00000204801 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204802 0 0 0 0 0 1 0 0 0 0 0 0
ENSG00000204814 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204815 5 11 8 8 5 1 9 5 4 9 4 11
ENSG00000204816 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204818 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204822 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204832 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204837 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204839 101 632 720 250 172 121 140 254 164 161 210 294
ENSG00000204842 424 449 775 773 473 441 247 522 395 419 254 307
ENSG00000204843 1362 2355 3015 2651 1330 1494 1084 2222 1697 1650 1154 1753
ENSG00000204849 2 0 3 0 3 1 0 1 0 0 0 0
ENSG00000204850 0 9 2 3 1 1 2 5 0 1 2 5
ENSG00000204851 0 3 1 0 0 0 0 2 0 0 0 0
ENSG00000204852 345 322 596 433 369 271 238 371 199 254 240 35
ENSG00000204856 40 56 64 89 19 50 22 85 38 51 37 13
ENSG00000204859 727 1251 2174 1289 805 834 351 1509 769 969 591 718
ENSG00000204860 4 10 11 7 2 1 3 8 2 4 2 10
ENSG00000204866 0 1 5 3 1 0 1 7 1 2 1 5
ENSG00000204869 1 0 0 0 0 0 0 0 0 1 0 0
ENSG00000204872 2 3 3 2 1 0 1 5 2 0 0 0
ENSG00000204873 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204876 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204880 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204882 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000204887 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204889 2 1 2 0 0 2 0 0 1 0 0 0
ENSG00000204894 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204897 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204899 67 110 60 83 36 49 97 52 83 95 31 36
ENSG00000204904 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000204909 0 0 0 1 0 0 0 0 1 0 0 0
ENSG00000204913 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000204915 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204918 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204919 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204920 84 202 308 169 142 137 201 146 154 147 139 190
ENSG00000204922 13 31 52 14 12 5 5 17 8 20 14 13
ENSG00000204923 56 45 50 84 50 60 37 58 56 103 42 70
ENSG00000204928 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204929 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204930 0 0 0 0 0 1 0 0 0 1 0 1
ENSG00000204933 0 0 0 0 0 0 0 0 0 0 0 630
ENSG00000204934 0 28 9 15 2 2 0 6 10 10 11 7
ENSG00000204936 371 661 68 1057 57 218 156 733 205 1589 82 2948
ENSG00000204941 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204946 34 252 204 113 36 66 73 170 114 79 78 80
ENSG00000204947 9 23 34 34 10 10 4 14 17 21 14 13
ENSG00000204949 0 4 1 0 0 0 3 4 3 1 0 0
ENSG00000204950 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204952 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204954 23 27 37 35 23 17 18 22 22 23 20 23
ENSG00000204956 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000204959 0 0 0 0 0 0 4 0 3 2 0 3
ENSG00000204960 0 0 0 0 0 0 1 0 0 0 0 0
ENSG00000204961 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204962 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204963 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204965 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204967 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204969 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204970 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204971 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000204977 220 375 487 282 196 229 305 230 244 334 172 215
ENSG00000204978 1 2 1 1 1 1 3 7 4 3 1 0
ENSG00000204979 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204982 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204983 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000204989 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204990 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204991 0 5 10 1 0 0 1 7 1 3 4 0
ENSG00000204993 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205002 0 0 1 0 1 0 1 0 0 0 0 0
ENSG00000205015 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205018 9 13 49 8 28 11 4 26 21 20 3 15
ENSG00000205022 21 98 116 35 56 45 9 29 50 46 16 9
ENSG00000205025 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205029 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205030 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205035 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205037 3 1 3 2 1 0 3 0 2 3 5 0
ENSG00000205038 4 13 16 8 2 7 7 4 8 6 4 2
ENSG00000205041 1 6 12 6 12 8 4 7 1 8 2 4
ENSG00000205044 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205045 166 487 498 550 254 474 281 494 411 917 302 580
ENSG00000205054 0 0 0 0 0 0 2 0 0 0 0 0
ENSG00000205056 0 12 3 8 0 5 0 2 3 5 0 1
ENSG00000205057 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205060 16 85 50 81 20 22 48 49 40 56 34 68
ENSG00000205076 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205078 16 33 144 50 42 34 26 89 39 23 45 13
ENSG00000205084 23 20 44 33 8 11 9 22 6 18 9 5
ENSG00000205085 179 296 520 420 322 315 230 551 242 204 279 152
ENSG00000205086 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000205089 1 3 8 1 1 3 0 8 2 4 9 4
ENSG00000205090 0 7 4 3 3 2 0 1 7 10 1 9
ENSG00000205097 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205100 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205105 0 3 0 0 0 0 0 0 0 1 0 2
ENSG00000205106 0 1 2 0 1 0 0 1 0 1 0 0
ENSG00000205108 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205111 0 0 0 0 0 0 0 0 0 0 1 0
ENSG00000205116 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205126 0 1 2 0 0 0 0 0 0 0 0 0
ENSG00000205129 3 5 0 3 1 4 0 0 1 2 1 0
ENSG00000205133 437 349 418 730 299 347 335 361 554 469 274 1158
ENSG00000205138 70 185 155 98 29 38 25 66 57 76 32 24
ENSG00000205143 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000205155 245 625 583 283 166 118 184 505 127 181 325 136
ENSG00000205174 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205176 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205177 0 0 3 3 2 0 1 3 0 5 0 1
ENSG00000205181 50 108 122 200 67 84 27 91 111 146 60 71
ENSG00000205184 0 0 0 0 0 1 0 0 0 0 2 2
ENSG00000205186 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205189 60 181 61 100 66 79 293 97 153 72 55 61
ENSG00000205208 119 142 160 208 113 115 165 98 178 139 71 113
ENSG00000205209 3 2 1 0 0 0 3 4 3 3 1 1
ENSG00000205212 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205213 3 1 4 13 2 0 4 2 4 1 0 2
ENSG00000205215 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205220 826 1661 1672 1414 1022 630 421 822 1016 1353 637 986
ENSG00000205221 0 0 6 3 0 0 0 3 1 6 1 2
ENSG00000205231 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205236 0 0 0 0 0 0 0 1 5 0 0 0
ENSG00000205238 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000205240 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205250 1305 2842 3560 2543 1352 1527 1171 2526 1250 1339 1215 1436
ENSG00000205266 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205267 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000205268 1701 2693 3276 3901 1510 2141 1637 2853 4038 4426 1938 2793
ENSG00000205269 1976 1838 1540 1990 2490 2380 4066 1946 4519 2515 1113 4392
ENSG00000205274 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205277 0 2 2 0 0 0 0 1 0 0 0 0
ENSG00000205279 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205293 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000205300 4 3 13 7 4 6 9 6 15 5 2 69
ENSG00000205301 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205302 1658 2031 2836 2775 1053 1212 1412 1838 2288 2472 1488 2665
ENSG00000205307 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205309 3 32 18 6 1 3 5 7 3 1 7 5
ENSG00000205312 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205318 0 0 0 1 0 0 0 1 0 0 0 0
ENSG00000205323 8 28 40 24 19 19 19 30 18 18 13 10
ENSG00000205325 0 0 0 1 0 0 0 0 0 0 0 0
ENSG00000205327 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205328 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205329 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205330 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205331 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205333 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205334 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205336 63 411 423 165 90 58 113 429 191 522 116 548
ENSG00000205339 93 300 290 398 109 157 226 197 304 300 202 292
ENSG00000205352 6268 11135 12521 8265 4100 4311 5827 10366 6916 7073 6738 4815
ENSG00000205356 910 1642 2233 2318 1424 1276 485 1420 1030 1315 814 1144
ENSG00000205358 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205359 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205360 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205361 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205362 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205363 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000205364 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205396 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205403 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205409 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205412 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205413 6347 3139 3000 10055 4563 5055 12203 4304 22558 32232 6867 17305
ENSG00000205414 0 0 0 0 0 0 2 0 1 0 0 1
ENSG00000205420 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205423 1442 1649 1717 1940 1133 1514 1472 1743 1986 2092 1508 1659
ENSG00000205424 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205426 0 2 6 0 0 0 0 2 0 1 0 0
ENSG00000205433 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205436 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205439 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000205442 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205444 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205445 0 0 2 1 0 1 0 0 0 0 0 0
ENSG00000205449 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205452 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205456 0 1 0 0 0 0 0 0 0 0 0 0
ENSG00000205457 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205464 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205476 57 67 100 38 71 56 93 72 71 66 53 45
ENSG00000205482 134 132 300 289 298 210 74 226 193 165 83 58
ENSG00000205488 0 2 0 0 1 0 0 0 3 0 0 0
ENSG00000205494 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205495 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205496 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205497 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205500 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000205502 0 4 0 0 1 0 0 0 0 0 0 2
ENSG00000205517 85 121 204 77 137 148 62 209 120 46 42 42
ENSG00000205531 682 1453 1739 1179 532 674 609 1164 719 766 598 612
ENSG00000205534 7 11 3 36 17 42 6 5 3 43 16 9
ENSG00000205537 14 23 34 33 5 22 10 30 52 38 22 25
ENSG00000205542 55941 98759 136453 97979 36472 49048 60027 100330 97718 75086 71969 73906
ENSG00000205544 3 13 8 3 0 0 11 10 2 1 9 5
ENSG00000205549 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205559 1 9 12 20 8 2 6 17 4 17 5 23
ENSG00000205560 7 10 32 21 18 13 15 57 33 22 15 22
ENSG00000205562 0 0 1 0 0 0 0 0 0 0 0 0
ENSG00000205571 33 34 46 75 23 61 34 122 67 13 19 24
ENSG00000205572 14 61 17 69 15 23 41 23 46 31 21 24
ENSG00000205578 4 7 11 12 26 49 6 19 14 16 6 17
ENSG00000205579 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205581 1011 2773 2952 1704 908 920 1485 2011 1557 1751 961 645
ENSG00000205583 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205584 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205592 3 8 1 4 1 1 0 1 0 2 6 1
ENSG00000205593 8 62 44 26 9 14 11 25 19 12 7 27
ENSG00000205596 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205609 70 550 782 362 75 253 259 321 205 245 138 254
ENSG00000205611 1 3 4 4 0 1 0 2 1 4 0 0
ENSG00000205622 0 0 0 4 1 0 5 1 3 5 1 5
ENSG00000205625 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205628 0 0 0 0 0 0 0 1 0 0 0 0
ENSG00000205629 97 264 322 195 71 90 90 176 138 170 116 174
ENSG00000205632 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205634 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205636 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205639 2 8 8 1 2 1 1 4 4 2 1 1
ENSG00000205642 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205643 3 65 39 31 2 12 12 32 16 19 13 30
ENSG00000205644 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205649 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205653 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205659 36 56 95 99 14 29 49 56 56 47 25 44
ENSG00000205667 0 0 0 2 0 0 0 0 0 0 0 0
ENSG00000205669 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205670 8 7 1 48 0 25 16 0 25 3 1 15
ENSG00000205678 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205682 0 0 0 0 0 1 0 1 2 1 0 0
ENSG00000205683 0 8 4 3 3 2 1 6 4 5 4 2
ENSG00000205693 2 1 0 0 0 0 0 0 1 0 0 1
ENSG00000205695 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205696 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205702 156 282 564 323 247 209 115 277 192 184 195 88
ENSG00000205704 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205707 432 198 162 295 223 187 239 243 472 494 271 255
ENSG00000205710 128 223 86 207 501 257 146 359 116 25 125 31
ENSG00000205716 0 44 3 20 27 36 15 6 6 0 3 11
ENSG00000205718 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205726 35 110 101 105 28 29 69 79 56 64 26 93
ENSG00000205730 18 34 28 33 31 22 84 60 59 278 39 214
ENSG00000205740 0 3 2 2 2 2 2 5 1 3 0 3
ENSG00000205744 1322 3715 4214 2613 1547 1452 1139 2744 1953 2047 1413 2812
